altitude_abv_gnd,altitude,angle_of_attack,velocity_body_x,velocity_body_y,velocity_body_z,velocity_world_x,velocity_world_y,velocity_world_z,velocity_rot_body_x,velocity_rot_body_y,velocity_rot_body_z,wind_velocity_body_x,wind_velocity_body_y,wind_velocity_body_z,wind_velocity_world_x,wind_velocity_world_y,wind_velocity_world_z,acceleration_body_x,acceleration_body_y,acceleration_body_z,pitch,bank,heading,rudder,elevator,aileron,flaps_handle_ind,spoilers_handle_ind,General_Eng_Rpm_1,General_Eng_Throttle_Lever_Position_1,time
6119.689425162427,6518.911986855994,0.1258798597798811,-21.3778458455782,-39.494393777626605,289.2577633448038,232.53199552585457,30.95060245787367,-175.0936854994447,-0.5485838329154668,-0.0018603890183192,1.3444169377276106e-05,-0.171903274234431,-33.46999785441593,264.48254120419966,10.131516374056975,0,-0.2709300508861293,0.3349503746163747,21.913020742763912,-6.895674180329288,-0.2432049959897995,-0.0047905887375592,2.3524200405948625,-6.103515625e-05,0.5482177734375,0.0,0,0,2699.339404418065,0.994140625,0
6121.2400434202655,6520.462605113833,0.1197636266279559,-21.360437276115974,-37.57194830525113,289.05153598109047,231.88960988173795,34.25303858407531,-174.56416516590747,0.0937892879188868,-0.0024036582919006,3.681011585547554e-05,-0.1557982768763999,-31.800360616279452,264.255308068448,10.131516374056975,0,-0.2709300508861293,0.388745367787585,65.73520228807867,-0.8357056170041562,-0.2466036826372146,-0.0047876904689516,2.352404333758969,-6.103515625e-05,0.0,0.0,0,0,2699.5832144641768,0.994140625,48
6122.939681164127,6522.162242857694,0.1064033590824198,-21.3415477573826,-33.571724759797256,289.1297128966468,231.2971656706337,37.120168111719735,-174.075344009425,0.5585787739216994,-0.0025332291593247,8.225112630895408e-05,-0.1379379364443416,-28.225303622876957,264.2651899685015,10.131516374056975,0,-0.2709300508861293,0.4008832766472993,98.4493570309851,3.496723178991372,-0.2416190803050994,-0.0047759456057642,2.3523425505378674,-6.103515625e-05,0.0,0.0,0,0,2699.854703765701,0.994140625,95
6124.759287960169,6523.981849653736,0.0888821293675628,-21.32266796806344,-28.54455239455621,289.3317934714066,230.8088060804715,39.335084095375535,-173.67320843462696,0.8324130489289798,-0.0024406004263505,0.0001311406675699,-0.1198738588736993,-23.5621198254139,264.3955552775842,10.131516374056975,0,-0.2709300508861293,0.3910790377516981,110.41268286477536,4.607034842898477,-0.2313553094863891,-0.0047547524747948,2.352255049219219,-6.103515625e-05,0.0,0.0,0,0,2700.143122764735,0.994140625,143
6126.6684326695095,6525.890994363076,0.071201702619872,-21.293854815588936,-23.82399998895293,289.49226298023274,230.4426001574301,40.7990007627171,-173.3736745538631,0.569473641060159,-0.0013183278191074,-0.0886706775773231,-0.0988311824172214,-18.865870298119454,264.51584022312744,10.131516374056975,0,-0.2709300508861293,0.9024886500888908,80.28047030777071,1.5286375159671464,-0.2209229469299316,-0.0053942270669099,2.352170578427354,-6.103515625e-05,0.4615740776062011,0.0222594365477561,0,0,2700.42086284424,0.994140625,191
6128.715897167088,6527.938458860655,0.0587337847928109,-21.23011976156513,-20.649011486286312,289.50301685023635,230.1476708304456,41.76338800321347,-173.13858304093327,0.3779128567250307,0.002318903608286,-0.2772839784002068,-0.0568559014651874,-15.553410064752905,264.5074101622179,10.131516374056975,0,-0.2709300508861293,1.7396857788605302,50.39972700110403,-0.790406159010403,-0.2138654738664627,-0.0082603393045679,2.3521272414109133,-6.103515625e-05,0.3833265304565429,0.0601168498396873,0,0,2700.6517327492143,0.994140625,238
6130.715363667774,6529.937925361341,0.0509207285330712,-21.14539962199441,-18.76625789981177,289.43208626283945,229.92193408371304,42.28862534027581,-172.9676432737826,0.2242351409287292,0.0063196040506113,-0.333035222599129,0.00473499898564,-13.476275095958163,264.4232679470088,10.131516374056975,0,-0.2709300508861293,1.749769035261795,29.770906348557148,-2.097313127642958,-0.2095233649015426,-0.012774771583168,2.352147840444943,-6.103515625e-05,0.3833265304565429,0.0601168498396873,0,0,2700.780402032553,0.994140625,286
6132.735561258184,6531.958122951752,0.0466887619233505,-21.068519126019154,-17.919491890156085,289.2985895415775,229.7258105704268,42.59625665851675,-172.83019297655153,-0.0477720962935264,0.0081115538660821,-0.3008282334563398,0.0605415405565814,-12.348548576479608,264.2943214146812,10.131516374056975,0,-0.2709300508861293,1.464525597494277,4.501492945268853,-3.602615956703981,-0.2082217931747436,-0.0173972359261978,2.3522391669057208,-6.103515625e-05,0.5096770524978637,0.0485060885548591,0,0,2700.799268102647,0.994140625,334
6134.766749740697,6533.989311434264,0.0465762377427139,-20.99947794188863,-18.21239523386777,289.09556254467174,229.5353696188952,42.840953913643006,-172.70518765262534,-0.2638947800022977,0.0083270913127476,-0.2888405581997906,0.1082215138939055,-12.310431886633214,264.11598131149674,10.131516374056975,0,-0.2709300508861293,1.482881462302281,-15.372287740891922,-4.880724092400154,-0.2105577290058136,-0.0216889036591061,2.352409324191079,-6.103515625e-05,0.5096770524978637,0.0485060885548591,0,0,2700.704495561143,0.994140625,381
6147.107587517823,6536.033788653604,0.0506298702045048,-20.939923757376054,-19.946565841528173,288.791029757504,229.3341482531229,43.112600800740296,-172.57971829494508,-0.958678503825244,0.007974828628063,-0.1234889633006446,0.1561358385658806,-13.371961642640311,263.88639379326577,10.131516374056975,0,-0.2709300508861293,0.8664263218751411,-64.41589320628682,-8.591204830613522,-0.2192799299955368,-0.024691185143718,2.3527439019075875,-6.103515625e-05,0.8110319375991821,0.0081505319103598,0,0,2700.505466164701,0.994140625,429
