title,ambient_density,ambient_temperature,ambient_pressure,sea_level_pressure,gear_position,fuel_current,precipitation_state,time
Extra 300S Paint1,1.0998550335440913,280.9757117271423,88683.5205078125,101309.99755859376,0,237.90483403205872,2,0
Extra 300S Paint1,1.0991475528675203,280.95063915252683,88618.56689453125,101309.99755859376,0,237.8742802143097,2,903
Extra 300S Paint1,1.0987103457872367,280.92511072158806,88575.2685546875,101309.99755859376,0,237.84346914291385,2,1806
Extra 300S Paint1,1.098395495977665,280.90260257720945,88542.79174804686,101309.99755859376,0,237.8127565383911,2,2708
Extra 300S Paint1,1.0978314207098867,280.87510814666746,88488.65966796875,101309.99755859376,0,237.78219747543332,2,3611
Extra 300S Paint1,1.0976419355955902,280.85486497879026,88467.01049804686,101309.99755859376,0,237.7514383792877,2,4514
Extra 300S Paint1,1.0981680069263844,280.85773553848264,88510.31494140625,101309.99755859376,0,237.72065353393555,2,5417
Extra 300S Paint1,1.0997431902966954,280.9013952255249,88651.0498046875,101309.99755859376,0,237.68979787826535,2,6320
Extra 300S Paint1,1.1029391289802166,281.0109218597412,88943.34106445312,101309.99755859376,0,237.6587648391724,2,7222
Extra 300S Paint1,1.1083091005852812,281.2150939941406,89441.32080078125,101309.99755859376,0,237.6274788379669,2,8125
Extra 300S Paint1,1.116270500393277,281.5412954330444,90188.29956054688,101309.99755859376,0,237.59582138061523,2,9028
Extra 300S Paint1,1.1266450793378269,281.996170425415,91173.56567382812,101309.99755859376,0,237.56366157531735,2,9931
Extra 300S Paint1,1.1379566005059,282.5403074264526,92266.63208007811,101309.99755859376,0,237.5309555530548,2,10834
Extra 300S Paint1,1.1478017459529677,283.096759223938,93248.16284179688,101309.99755859376,0,237.4978151321411,2,11736
Extra 300S Paint1,1.1541147805348475,283.5688823699951,93917.39501953124,101309.99755859376,0,237.4643771648407,2,12639
Extra 300S Paint1,1.157269446885726,283.9117130279541,94287.95776367188,101309.99755859376,0,237.4643771648407,2,13542
Extra 300S Paint1,1.157269446885726,283.9117130279541,94287.95776367188,101309.99755859376,0,237.4643771648407,2,14445
