title,ambient_density,ambient_temperature,ambient_pressure,sea_level_pressure,gear_position,fuel_current,precipitation_state,time
Extra 300S Paint1,1.1018850326877028,280.9373792648315,88835.0830078125,101309.99755859376,0,251.27884244918823,2,0
Extra 300S Paint1,1.1018850326877028,280.9373792648315,88835.0830078125,101309.99755859376,0,251.27884244918823,2,-2147483648
Extra 300S Paint1,1.1018850326877028,280.9373792648315,88835.0830078125,101309.99755859376,0,251.24332284927368,2,-2147483648
Extra 300S Paint1,1.0983715116700186,280.9087366104126,88542.79174804686,101309.99755859376,0,251.2080025672913,2,-2147483648
Extra 300S Paint1,1.092343981541292,280.7320136070251,88001.50146484375,101309.99755859376,0,251.17330121994016,2,-2147483648
Extra 300S Paint1,1.0853147709492332,280.44552268981926,87345.98999023438,101309.99755859376,0,251.1386694908142,2,-2147483648
Extra 300S Paint1,1.0796156598974072,280.130131149292,86789.61791992188,101309.99755859376,0,251.10431432724,2,-2147483648
Extra 300S Paint1,1.075614702948422,279.84576263427726,86380.21240234375,101309.99755859376,0,251.07046127319336,2,-2147483648
Extra 300S Paint1,1.0733216987601848,279.6256255149841,86128.26538085938,101309.99755859376,0,251.03642797470093,2,-2147483648
Extra 300S Paint1,1.072678613497425,279.4863242149353,86033.78295898438,101309.99755859376,0,251.00239610672,2,-2147483648
Extra 300S Paint1,1.0737750794001069,279.4394101142883,86107.26928710938,101309.99755859376,0,250.96833562850952,2,-2147483648
Extra 300S Paint1,1.0767068699215716,279.4939059257507,86359.21020507811,101309.99755859376,0,250.9340958595276,2,-2147483648
Extra 300S Paint1,1.0812159151434948,279.64782705307005,86768.62182617188,101309.99755859376,0,250.8996272087097,2,-2147483648
Extra 300S Paint1,1.086471956567324,279.87744464874265,87262.01171875,101309.99755859376,0,250.86486196517944,2,-2147483648
Extra 300S Paint1,1.0919146384122655,280.151407623291,87784.99145507811,101309.99755859376,0,250.8298454284668,2,-2147483648
Extra 300S Paint1,1.0966219633448402,280.4280542373657,88250.49438476561,101309.99755859376,0,250.79457664489743,2,-2147483648
Extra 300S Paint1,1.0998548683670029,280.6670664787292,88586.09619140625,101309.99755859376,0,250.7594666481018,2,-2147483648
