title,ambient_density,ambient_temperature,ambient_pressure,sea_level_pressure,gear_position,fuel_current,precipitation_state,time
Extra 300S Paint1,1.0993373743920227,280.93644800186155,88629.39453125,101309.99755859376,0,250.547221660614,2,0
Extra 300S Paint1,1.0982517125580813,280.9050230026245,88531.96411132812,101309.99755859376,0,250.5119051933289,2,-2147483648
Extra 300S Paint1,1.0975834853691693,280.8698224067688,88467.01049804686,101309.99755859376,0,250.47679471969604,2,-2147483648
Extra 300S Paint1,1.0953408576745,280.7905096054077,88261.32202148438,101309.99755859376,0,250.47679471969604,2,-2147483648
Extra 300S Paint1,1.0923306023949864,280.66640462875364,87979.8583984375,101309.99755859376,0,250.44159078598025,2,-2147483648
Extra 300S Paint1,1.0887951638385094,280.50366296768186,87644.25659179686,101309.99755859376,0,250.4065260887146,2,-2147483648
Extra 300S Paint1,1.0841057497737838,280.28587474823,87199.0234375,101309.99755859376,0,250.3716411590576,2,-2147483648
Extra 300S Paint1,1.078151515692024,280.00158681869505,86632.14721679686,101309.99755859376,0,250.336941242218,2,-2147483648
Extra 300S Paint1,1.078151515692024,280.00158681869505,86632.14721679686,101309.99755859376,0,250.3024926185608,2,-2147483648
Extra 300S Paint1,1.0725494004612264,279.690545463562,86086.27319335938,101309.99755859376,0,250.26832103729248,2,-2147483648
Extra 300S Paint1,1.0682896210585309,279.40185537338255,85655.87158203125,101309.99755859376,0,250.234375,2,-2147483648
Extra 300S Paint1,1.0654022448543403,279.16331758499143,85351.43432617188,101309.99755859376,0,250.2006144523621,2,-2147483648
Extra 300S Paint1,1.063720830659861,278.98558368682853,85162.48168945312,101309.99755859376,0,250.16719436645508,2,-2147483648
Extra 300S Paint1,1.0633470447468738,278.87722864151,85099.49340820312,101309.99755859376,0,250.1339120864868,2,-2147483648
Extra 300S Paint1,1.064147604976682,278.83929147720335,85151.9775390625,101309.99755859376,0,250.10033226013184,2,-2147483648
Extra 300S Paint1,1.066357995538165,278.8787874221801,85340.93627929686,101309.99755859376,0,250.06698179244995,2,-2147483648
Extra 300S Paint1,1.0700809881274187,279.00247230529783,85676.86767578125,101309.99755859376,0,250.0332217216492,2,-2147483648
Extra 300S Paint1,1.0749424987334375,279.2039803504944,86128.26538085938,101309.99755859376,0,249.99932098388672,2,-2147483648
Extra 300S Paint1,1.080475118670345,279.467135810852,86653.1494140625,101309.99755859376,0,249.96510696411133,2,-2147483648
Extra 300S Paint1,1.0857595245749765,279.75786724090574,87167.53540039062,101309.99755859376,0,249.93063449859616,2,-2147483648
Extra 300S Paint1,1.0899509069651636,280.03315391540525,87590.13061523438,101309.99755859376,0,249.89588832855225,2,-2147483648
