title,ambient_density,ambient_temperature,ambient_pressure,sea_level_pressure,gear_position,fuel_current,precipitation_state,time
Extra 300S Paint1,1.090621750835248,280.3797620773315,87752.5146484375,101309.99755859376,0,245.40691614151,2,0
Extra 300S Paint1,1.0906928099693054,280.39606990814207,87763.33618164062,101309.99755859376,0,245.40691614151,2,-2147483648
Extra 300S Paint1,1.08992964389444,280.3847354888916,87698.38256835938,101309.99755859376,0,245.3721489906311,2,-2147483648
Extra 300S Paint1,1.0876380083962514,280.3173555374145,87492.96264648438,101309.99755859376,0,245.33724594116208,2,-2147483648
Extra 300S Paint1,1.082459999285664,280.13750448226926,87020.56274414062,101309.99755859376,0,245.3025245666504,2,-2147483648
Extra 300S Paint1,1.0758369292579484,279.8559450149536,86401.20239257811,101309.99755859376,0,245.2682638168335,2,-2147483648
Extra 300S Paint1,1.0699871588816827,279.5397714614868,85834.326171875,101309.99755859376,0,245.23418521881104,2,-2147483648
Extra 300S Paint1,1.0658508288667894,279.25176372528074,85414.42260742188,101309.99755859376,0,245.2003116607666,2,-2147483648
Extra 300S Paint1,1.0634334494771127,279.02655878067014,85151.9775390625,101309.99755859376,0,245.166823387146,2,-2147483648
Extra 300S Paint1,1.0626749772728108,278.88147630691526,85047.00317382812,101309.99755859376,0,245.13340997695923,2,-2147483648
Extra 300S Paint1,1.063070350758329,278.8121832847595,85057.50732421875,101309.99755859376,0,245.09988117218015,2,-2147483648
Extra 300S Paint1,1.0645094253933092,278.8132647514343,85172.97973632812,101309.99755859376,0,245.06632566452024,2,-2147483648
Extra 300S Paint1,1.066289067298038,278.86252584457395,85330.4443359375,101309.99755859376,0,245.03266096115112,2,-2147483648
Extra 300S Paint1,1.0676196899165211,278.9261330604553,85456.41479492188,101309.99755859376,0,244.9991283416748,2,-2147483648
Extra 300S Paint1,1.0676196899165211,278.9261330604553,85456.41479492188,101309.99755859376,0,244.96534395217896,2,-2147483648
Extra 300S Paint1,1.0676196899165211,278.9261330604553,85456.41479492188,101309.99755859376,0,244.96534395217896,2,-2147483648
