title,ambient_density,ambient_temperature,ambient_pressure,sea_level_pressure,gear_position,fuel_current,precipitation_state,time
Piaggio P-149D D-EOAO,1.1124441214392873,281.6958250045776,89928.47900390625,101309.99755859376,1,374.2000045776367,2,0
Piaggio P-149D D-EOAO,1.113139468376769,281.7231954574585,89993.4326171875,101309.99755859376,1,374.16667938232416,2,892
Piaggio P-149D D-EOAO,1.114053881007012,281.762865447998,90080.04150390624,101309.99755859376,1,374.1333847045898,2,1785
Piaggio P-149D D-EOAO,1.113370282307403,281.76645984649656,90025.91552734375,101309.99755859376,1,374.1001205444336,2,2677
Piaggio P-149D D-EOAO,1.1098515513737717,281.67406406402586,89711.96899414062,101309.99755859376,1,374.0675735473633,2,3570
Piaggio P-149D D-EOAO,1.104700291211346,281.48495330810545,89235.63232421875,101309.99755859376,1,374.0354995727539,2,4462
Piaggio P-149D D-EOAO,1.1000955790698208,281.25722827911375,88791.78466796875,101309.99755859376,1,374.00333404541016,2,5354
Piaggio P-149D D-EOAO,1.096895782690295,281.0459250450134,88467.01049804686,101309.99755859376,1,373.9710006713867,2,6247
Piaggio P-149D D-EOAO,1.0952408381090586,280.8850568771362,88282.97729492188,101309.99755859376,1,373.93856048583984,2,7139
Piaggio P-149D D-EOAO,1.0950677395060462,280.7916306495666,88239.66674804686,101309.99755859376,1,373.90602874755854,2,8031
Piaggio P-149D D-EOAO,1.0963451913000084,280.7741497993469,88337.10327148438,101309.99755859376,1,373.8737411499024,2,8924
Piaggio P-149D D-EOAO,1.0992987617582124,280.8433622360229,88596.91772460938,101309.99755859376,1,373.8416213989258,2,9816
Piaggio P-149D D-EOAO,1.1040250316695472,281.0078896522522,89029.94995117188,101309.99755859376,1,373.8092422485352,2,10709
Piaggio P-149D D-EOAO,1.109043172746229,281.2330669403076,89506.28051757811,101309.99755859376,1,373.7765426635742,2,11601
Piaggio P-149D D-EOAO,1.1119942982396522,281.436600112915,89809.3994140625,101309.99755859376,1,373.7434768676758,2,12493
Piaggio P-149D D-EOAO,1.1119942982396522,281.436600112915,89809.3994140625,101309.99755859376,1,373.7434768676758,2,13386
Piaggio P-149D D-EOAO,1.1119942982396522,281.436600112915,89809.3994140625,101309.99755859376,1,373.7434768676758,2,14278
