title,ambient_density,ambient_temperature,ambient_pressure,sea_level_pressure,gear_position,fuel_current,precipitation_state,time
Extra 300S Paint1,1.1224494375604903,282.42698707580564,90972.79663085936,101309.99755859376,0,253.06802892684937,2,0
Extra 300S Paint1,1.1222584597841272,282.371152305603,90939.33715820312,101309.99755859376,0,253.03618955612183,2,1000
Extra 300S Paint1,1.1227438253412785,282.3529294967651,90972.79663085936,101309.99755859376,0,253.00433015823364,2,2000
Extra 300S Paint1,1.1231545198778792,282.35351314544675,91006.26220703124,101309.99755859376,0,252.97244548797607,2,3000
Extra 300S Paint1,1.1236524827880077,282.36673107147215,91050.87280273438,101309.99755859376,0,252.94081592559812,2,4000
Extra 300S Paint1,1.1246244216940573,282.3991931915283,91140.10620117188,101309.99755859376,0,252.9088649749756,2,5000
Extra 300S Paint1,1.1266802150682669,282.47036209106443,91329.71801757811,101309.99755859376,0,252.876868724823,2,6000
Extra 300S Paint1,1.1299040319807296,282.59320011138914,91630.87158203124,101309.99755859376,0,252.845055103302,2,7000
Extra 300S Paint1,1.1353867156827382,282.8032745361328,92143.93920898435,101309.99755859376,0,252.81280946731567,2,8000
Extra 300S Paint1,1.1442887924130287,283.15068378448484,92980.47485351561,101309.99755859376,0,252.78030681610107,2,9000
Extra 300S Paint1,1.154128855155022,283.59907665252683,93928.5400390625,101309.99755859376,0,252.74737358093265,2,10000
Extra 300S Paint1,1.160781818299264,284.01775493621824,94609.4482421875,101309.99755859376,0,252.71399974823,2,11000
Extra 300S Paint1,1.1628589801258886,284.30179920196525,94873.52905273438,101309.99755859376,0,252.68030834198,2,12000
Extra 300S Paint1,1.1629153258763083,284.4600605010986,94930.93872070312,101309.99755859376,0,252.6468253135681,2,13000
